Record Number,Section,Page Name,Canonical URL,Page Type,Primary Topic,Secondary Topics,Category,Design Priority,Core Message,Primary Audience,Approved Headline,Alternative Headline,Category Label,Diagram Type,Visual Concept,Avoid List,Proposed Alt Text,Export Filename,Visual Similarity Group,Current Image Filename,Design Status,Notes
131,Blog,Pseudonymous Certificates and Privacy in V2X,https://ambisecure.ambimat.com/blog/pseudonymous-certificates-and-privacy/,TECHNICAL ARTICLE,V2X,PKI; Certificate lifecycle; Connected mobility,V2X privacy architecture,2,"Pseudonymous Certificates decouple authentication from identification, so a V2X fleet can sign every safety message without handing roadside observers a tracking primitive.",Automotive-security engineer,Authentication Without Identification,Butterfly Keys Break the Tracking Link,TECHNICAL ARTICLE,IDENTITY FLOW,"Dominant object is the two-persona split inside one vehicle: a long-lived Enrolment Credential sealed in the secure element on one side, a rotating batch of Pseudonymous Certificates on the other. The flow runs across five nodes only — SE holding the EC, Enrolment Authority (sees entitlement, never signs messages), Authorisation Authority (issues the PC batch, cannot link back to the EC), the active PC signing a CAM, and a passive roadside observer whose reconstructed trajectory breaks into disconnected fragments at each rotation. What stays inside hardware is both the EC and every PC private key, with rotation cadence enforced SE-side; what communicates externally is the signed CAM carrying a certificate with no device identifier. Allowed labels: EC, PC, EA, AA, CAM, <10 min rotation. Must not imply AmbiSecure operates any authority in this chain. Within VSG-V2X-NETWORK this is the privacy-persona flow, distinct from any coverage or roadside-topology view.","Do not show the Enrolment Credential signing V2X messages directly — it only proves entitlement; do not place a device identifier or VIN inside a Pseudonymous Certificate; do not depict AmbiSecure as operating the Root CA, Enrolment Authority, Authorisation Authority or linkage authority; do not draw the observer reconstructing one unbroken trajectory, which is the failure case the architecture prevents",V2X privacy flow: an enrolment credential stays sealed in the secure element while rotating pseudonymous certificates sign messages carrying no device identifier.,ambisecure-blog-pseudonymous-certificates-and-privacy-1200x630.png,VSG-V2X-NETWORK,blog.png,Not started,"Page states an explicit boundary: AmbiSecure supplies SE silicon, applets and personalisation lines only. Deep architecture piece — strong editorially, narrower buyer pull than rec 130."
132,Blog,Smart Cards vs FIDO Tokens vs Passkeys,https://ambisecure.ambimat.com/blog/smart-cards-vs-fido-tokens-vs-passkeys/,COMPARISON,Hardware security keys,Passkeys; FIDO2; Smart cards,FIDO & credential selection,1,"Smart cards, dedicated FIDO keys and synced passkeys look interchangeable at the relying party but differ on extraction, recovery and attestation — and the recovery model is what actually decides the choice.",Technical evaluator,Device-Bound or Account-Bound Credentials,"Not Interchangeable: Cards, Keys, Passkeys",TECHNICAL ARTICLE,COMPARISON,"Dominant object is three headed columns — an ISO/IEC 7810 ID-1 smart card, a USB-plus-NFC FIDO key, and a phone holding a synced passkey — sitting over a compact matrix. The relationship is convergence then divergence: a single top row shows all three producing the same origin-bound WebAuthn assertion at the relying party, and the rows beneath them split. Five compared rows only: origin-bound (equal), private key extractable, loss of device, compromised cloud account, attestation-pinnable to certified hardware. What stays inside hardware is the private key for the card and the key, drawn sealed; for the synced passkey the key is held by the platform credential manager and shown replicating to a second device via an account-bound cloud. What communicates externally is only the signed assertion. Allowed labels: FIDO2, WebAuthn, ID-1, AAGUID, device-bound, account-bound. Within VSG-COMPARISON-MATRIX this is the credential-class matrix with a highlighted recovery row; rec 129 is the need-to-product mapping.",Do not show any of the three as phishing-susceptible — all three are origin-bound under WebAuthn; do not draw a synced passkey as a physical device or conflate it with a device-bound passkey; do not give the dedicated FIDO key a multi-applet or PIV/APDU surface it does not have; do not show a private key leaving a smart card's secure element,"Comparison of smart-card, FIDO security-key and synced-passkey credentials across extraction, loss recovery and attestation, all origin-bound at the relying party.",ambisecure-blog-smart-cards-vs-fido-tokens-vs-passkeys-1200x630.png,VSG-COMPARISON-MATRIX,blog.png,Not started,"Cornerstone comparison and the highest-value LinkedIn asset in this batch. Accuracy is load-bearing: the synced-passkey column must read as a deliberate design tradeoff, not a weakness."
133,Blog,Secure Element vs TPM vs HSM,https://ambisecure.ambimat.com/blog/secure-element-vs-tpm-vs-hsm/,COMPARISON,Secure Elements,Embedded security; PKI; Attestation,Cryptographic hardware selection,1,"Secure elements, TPMs and HSMs are three chip classes built for three deployment contexts, and where the key has to live is what decides which one you pick.",Security architect,Where the Key Lives Decides the Chip,An HSM Is Not a Secure Element,TECHNICAL ARTICLE,SYSTEM ARCHITECTURE,"Dominant object is a three-zone siting diagram read left to right, each zone drawn at its true physical scale: an embedded device (SE on the BOM, talking I2C/SPI or ISO/IEC 7816 to a host MCU), a PC motherboard (TPM 2.0 with PCR measured-boot registers bound to the boot chain), and a data-centre rack (HSM serving PKCS#11 clients). Five nodes only: SE, host MCU, TPM+PCRs, HSM, and the CA signing key held inside the HSM. The relationship is scale asymmetry — a throughput gauge under each zone shows a few ops per second for SE and TPM against tens of thousands for the HSM. What stays inside hardware in every zone is the key; what communicates externally is a signature, an attestation quote from the TPM, and a PKCS#11 call to the HSM. Allowed labels: TPM 2.0, PCR, PKCS#11, I2C/SPI, ISO/IEC 7816. Within VSG-SE-ARCHITECTURE this is the three-zone siting view; rec 130 is the single-die cutaway.",Do not show a TPM as portable between machines or in a card form factor — it is soldered to one platform; do not place an HSM inside an embedded device or a card; do not show a secure element sustaining HSM-class bulk throughput; do not attach measured-boot PCRs or boot-chain attestation to the secure element,"Three-zone diagram siting a secure element in a device, a TPM on a motherboard and an HSM in a rack, showing why key location decides the hardware class.",ambisecure-blog-secure-element-vs-tpm-vs-hsm-1200x630.png,VSG-SE-ARCHITECTURE,blog.png,Not started,"Certifications named in the body (CC EAL6+, FIPS 140-3 L3/L4) describe general industry classes, not AmbiSecure product claims — render as column text at most, never as a badge."
134,Blog,Designing Secure Credential Lifecycle Management,https://ambisecure.ambimat.com/blog/credential-lifecycle-management/,ARCHITECTURE ARTICLE,Certificate lifecycle,Enterprise access; Attestation; Hardware security keys,Credential programme operations,2,"Credential programmes are designed around issuance and fail around everything else — rotation, recovery, revocation and attestation drift are the states that decide whether the programme survives production.",IAM leader,Issuance Is 30% of the Work,Eight States Every Credential Lives Through,ARCHITECTURE,LIFECYCLE,"Dominant object is a credential state ring, with the easy forward arc drawn thin and the hard transitions drawn heavy. Five states carry labels: Personalised, Enrolled/Active, Suspended, Rotated-out, Revoked (with Destroyed as the ring's exit). The relationship is that the heavy arrows all leave Active — to suspension, to rotation, to revocation — and the article's point is that these, not issuance, are where programmes break. What stays inside hardware is the keypair generated on the secure element at personalisation, drawn as a sealed chip icon that never opens at any state; the attestation record captured at issuance travels alongside as a logged artifact, not as key material. What communicates externally is registration to relying parties and a revocation signal fanning out to them with visible propagation delay. Allowed labels: AAGUID, attestation, serial, batch ID. Within VSG-PKI-LIFECYCLE this is the credential state ring; rec 137 is the CA hierarchy view.",Do not show an operator console generating or holding the private key — it is generated on the secure element; do not draw revocation as instantaneous at every relying party when propagation delay is the stated risk; do not present issuance as the terminal state of the ring; do not render the article's anonymised loss and helpdesk rates as AmbiSecure benchmarks,"Credential state ring from personalisation through enrolment, rotation and revocation, showing where hardware credentials keep keys on-chip across every transition.",ambisecure-blog-credential-lifecycle-management-1200x630.png,VSG-PKI-LIFECYCLE,blog.png,Not started,"Body cites approximate anonymised operational figures (loss rates, helpdesk tickets). Keep numbers off the image entirely to avoid reading as vendor benchmarks."
135,Blog,Why Transit Validators Need Offline Trust Architecture,https://ambisecure.ambimat.com/blog/transit-validators-offline-trust-architecture/,ARCHITECTURE ARTICLE,Transit security,Smart cards; NFC; Secure Elements,Transit fare systems,1,"Closed-loop transit works because the validator and card decide the tap locally against a SAM-held master key, so fare collection survives a backend outage without fail-open or fail-closed.",Transit-system architect,"The Gate Decides, Not the Backend",Master Keys Never Leave the SAM,ARCHITECTURE,SYSTEM ARCHITECTURE,"Dominant object is a validator cutaway at a gate, with a DESFire card in the antenna field at the left and the backend at the right drawn behind a broken, greyed link. The flow crosses five nodes only: card, SAM (master key plus UID-diversified per-card key), host CPU marked as plumbing, the local SAM-MAC'd tap journal, and the unreachable backend. The relationship is that the mutual-auth handshake completes entirely between card and SAM with no backend round-trip, and the gate opens. What stays inside hardware is the master key and the key derivation inside the SAM — the host CPU never sees either. What communicates externally is the batched journal upload and the recent-revocations deny list, both drawn as dashed arrows that only flow when the link returns. Allowed labels: ISO/IEC 14443, DESFire EV2/EV3, AES-128, SAM, <300 ms. Within VSG-TRANSIT this is the offline-decision validator cutaway.","Do not show the host CPU holding, seeing, or passing master keys; do not draw the backend as required to authorise a tap — that is the architecture the page argues against; do not show a contact interface on a contactless ISO/IEC 14443 tap; do not present the hot list as sufficient on its own when SAM-derived mutual auth is the first tier","Transit validator cutaway where a SAM derives per-card keys and completes DESFire mutual authentication offline, journaling each tap for later reconciliation.",ambisecure-blog-transit-validators-offline-trust-architecture-1200x630.png,VSG-TRANSIT,blog.png,Not started,
136,Blog,JavaCard Applet Development for Enterprise Identity,https://ambisecure.ambimat.com/blog/javacard-applet-development-enterprise-identity/,HOW-TO ARTICLE,JavaCard,Smart cards; APDU; Personalization,Smart-card engineering,1,"Shipping an enterprise JavaCard applet is embedded development with a Java surface — AID design, a rigid lifecycle, strict memory rules and GlobalPlatform plumbing decide whether it survives production.",JavaCard developer,JavaCard Is Not Java,AID Design to SCP03 Personalisation,TECHNICAL ARTICLE,LIFECYCLE,"Dominant object is the applet's path onto the card, drawn as a left-to-right rail: CAP file → GlobalPlatform LOAD → INSTALL (install() runs, storage allocated, AID registered) → SELECT by AID → PERSONALISE under SCP03 → LOCK. Five nodes only: CAP file, GP card manager, applet instance tagged with its AID split into RID (5 bytes) and PIX (0-11 bytes), the personalisation line's HSM, and the locked applet answering APDUs. What stays inside hardware is the per-card key material written under secure messaging and the process() dispatcher executing on the chip's crypto coprocessor. What communicates externally is the APDU exchange only — show a SELECT command in and status words 9000 on success, 6A82 on an unknown AID, coming back. Allowed labels: AID, RID, PIX, CAP, SCP02/SCP03, 9000, 6A82. Within VSG-APPLET-LIFECYCLE this is the only load-to-lock rail concept.",Do not depict a garbage collector or steady-state object allocation — JavaCard forbids both; do not show applet keys readable over the APDU interface after personalisation; do not draw personalisation happening in the clear without SCP02/SCP03 secure messaging; do not show two co-resident applet versions sharing one AID when version belongs in the AID,"JavaCard applet path from CAP file through GlobalPlatform load and install to SCP03 personalisation and lock, with AID selection over the APDU interface.",ambisecure-blog-javacard-applet-development-enterprise-identity-1200x630.png,VSG-APPLET-LIFECYCLE,blog.png,Not started,"Invented VSG — no listed family covers applet software lifecycle (VSG-CARD-HARDWARE is physical, VSG-PKI-LIFECYCLE is credentials). Pulls through to the JavaCard applets product and JavaCard development service."
137,Blog,PKI Credential Issuance,https://ambisecure.ambimat.com/blog/pki-credential-issuance-workforce-government/,ARCHITECTURE ARTICLE,PKI,Certificate lifecycle; Attestation; Government identity,PKI programme architecture,1,"The procedural side of PKI — CA/RA/VA roles, offline-root hierarchy, HSM key custody and attestation in the issuance flow — is what decides whether a workforce or government credential programme holds up.",PKI engineer,The CA Should Never Sign Blind,The Procedural Side Is Where PKI Breaks,ARCHITECTURE,TRUST CHAIN,"Dominant object is a two-tier hierarchy stacked vertically, with an air-gap gap drawn literally as white space under the root. Five nodes only: offline root CA sealed in a vault-stored HSM (ceremony-only, signs the issuing CA and nothing else), issuing CA in a networked HSM, RA as the identity-verification and policy gate in front of it, VA publishing OCSP/CRL from an operationally separate box, and the subscriber's hardware credential at the bottom. The relationship that carries the image is the attestation gate on the RA→CA path: the CSR arrives paired with a hardware attestation, the CA checks it against the manufacturer's attestation root, and a refused path branches away when the chip class is not on the approved list. What stays inside hardware is the subscriber keypair generated on-chip and every CA signing key inside its HSM. What communicates externally is the CSR plus attestation upward, the signed certificate downward, and revocation status from the VA. Allowed labels: root CA, issuing CA, RA, VA, OCSP, CRL, CSR, M-of-N. Within VSG-PKI-LIFECYCLE this is the tiered hierarchy with an attestation gate; rec 134 is the credential state ring.","Do not draw the root CA online, networked, or issuing end-entity certificates; do not show a CA signing key existing outside an HSM at any point including backup; do not show the subscriber's private key travelling inside the CSR — only the public key and attestation do; do not have the issuing CA serve its own revocation status when the VA is operationally separate","Two-tier PKI issuance architecture with an offline root, HSM-backed issuing CA, and an RA gate that checks hardware attestation before any certificate is signed.",ambisecure-blog-pki-credential-issuance-workforce-government-1200x630.png,VSG-PKI-LIFECYCLE,blog.png,Not started,"Supports the government-and-defence and enterprise-access industry pages; FIPS levels cited in body are deployment guidance, not AmbiSecure claims."
138,Blog,Cyber Security Threats,https://ambisecure.ambimat.com/blog/cyber-security-threats-overview/,SECURITY ANALYSIS,Phishing-resistant authentication,Passwordless authentication; Hardware security keys; Device identity,Threat landscape,1,The threat list is endless but the list that should drive identity and hardware-credential spending is short — and most of it is answered by origin-bound credentials and hardware-rooted identity.,CISO,Six Threats That Actually Drive Decisions,"AitM Proxies Beat SMS, TOTP and Push",SECURITY EXPLAINER,CONCEPTUAL ILLUSTRATION,"Dominant object is a threat board of five tiles — AitM reverse-proxy phishing, MFA push fatigue, SIM swap, credential stuffing, device cloning / key extraction — each tile paired with the one control that answers it, all converging on a single origin-bound gate at the right. The relationship the image must carry is the AitM lane: the proxy relays the user's session to the real site and harvests the cookie, and SMS/TOTP/push tiles pass straight through it, while the FIDO2 lane stops at the gate because the origin does not match. What stays inside hardware is the credential private key that will not produce a signature for the wrong origin, drawn sealed in the authenticator at the gate. What communicates externally is the origin-checked WebAuthn assertion. Allowed labels: AitM, FIDO2, WebAuthn, origin binding, AAGUID, SMS/TOTP/push. Within VSG-THREAT-LANDSCAPE this is the threat-to-control board with an AitM proxy lane.",Do not show FIDO2 defeating post-authentication session-token abuse — the property depicted is origin binding at sign-in; do not depict TOTP or push as origin-bound; do not show a SIM swap defeating a hardware-bound FIDO credential when the real exposure is the SMS recovery path; do not present supply-chain compromise as solved by hardware credentials rather than blast-radius limits,"Threat board pairing AitM phishing, push fatigue, SIM swap and device cloning with the origin-bound, hardware-rooted controls that actually answer each one.",ambisecure-blog-cyber-security-threats-overview-1200x630.png,VSG-THREAT-LANDSCAPE,blog.png,Not started,Thinnest body in the batch (~5.2k chars) but functions as the top-of-funnel hub linking to the cornerstone cluster. Year is in the H1 — keep '2026' off the image so the asset does not date.
139,Blog,Where Your AmbiSecure FIDO Key Works,https://ambisecure.ambimat.com/blog/fido-supported-services/,PRODUCT EDUCATION,FIDO2,WebAuthn; Hardware security keys; Enterprise access,FIDO & WebAuthn,2,"An AmbiSecure FIDO2 authenticator works with any WebAuthn relying party, so the useful deployment question is which legacy corners still need a validation server behind SSO.",IAM leader,Ask What Doesn't Work Yet,"One IdP, Every SP Inherits FIDO2",REFERENCE,SYSTEM ARCHITECTURE,"Dominant object is an AmbiSecure FIDO2 authenticator (USB-C with NFC) at the left, feeding a hub-and-spoke fan-out. Five nodes only: the authenticator, the IdP hub carrying an AAGUID allow-list, the SaaS estate inheriting FIDO2 through SSO (drawn as a dense but unlabelled tile field), OS-level sign-in (Windows Hello platform authenticator, PAM-U2F), and a small shaded 'not yet' bucket of legacy apps served by a FIDO Validation Server. The relationship is inheritance: one configuration at the hub reaches every spoke, which is why the spokes carry no individual branding. What stays inside hardware is the credential private key and user verification; what communicates externally is a WebAuthn assertion bound to a single origin, drawn bouncing off a second origin to show it does not travel. Allowed labels: FIDO2, WebAuthn, AAGUID, SSO, PAM-U2F. Within VSG-ENTERPRISE-ACCESS this is the IdP fan-out coverage view.","Do not use third-party logos or imply AmbiSecure endorses, certifies, or has tested the listed services; do not show the authenticator storing per-service passwords or secrets; do not conflate a synced passkey with the hardware authenticator the page is about; do not show one WebAuthn assertion being accepted at a second origin","Coverage map fanning an AmbiSecure FIDO2 authenticator through an IdP to the SaaS estate, OS sign-in, and the legacy apps a validation server still has to cover.",ambisecure-blog-fido-supported-services-1200x630.png,VSG-ENTERPRISE-ACCESS,blog.png,Not started,"Page is an explicitly dated snapshot ('Refreshed 2026-05', 'treat vendor docs as authoritative') and will age — keep dates and vendor names out of the image so it survives content refreshes. Logo use would create a false-endorsement risk."
140,Blog,How FIDO Authentication Works,https://ambisecure.ambimat.com/blog/how-fido-authentication-works/,STANDARDS EXPLAINER,FIDO2,WebAuthn;Phishing-resistant authentication;Hardware security keys,FIDO & WebAuthn,1,"FIDO2 / WebAuthn replaces the password with an origin-bound public-key signature generated inside a hardware authenticator, so a look-alike domain can never obtain a usable credential.",Security architect,The origin is in the signature,Public-key signatures replace shared secrets,SECURITY EXPLAINER,PROTOCOL FLOW,"Dominant object: a single left-to-right ceremony rail running from a relying-party panel to a sealed hardware authenticator, forking at an origin gate on the right. The flow reads as one login: the RP issues a fresh challenge plus its origin and the stored credential ID, the browser relays it over CTAP2, and the authenticator resolves a credential bound to that exact origin before it will sign — exactly five nodes: relying party, browser / WebAuthn client, CTAP2 link, authenticator (private key + credential store + UV check), and the origin gate that splits to example.com (signature returned, sign-in succeeds) versus examp1e.com (no credential bound, ceremony silently fails). Everything inside the authenticator's sealed outline stays there: the private key, the per-origin credential lookup, and the PIN/biometric UV step; the only things crossing the boundary are the challenge and origin travelling in, and the signature plus (at registration) the public key travelling out. Allowed labels: 'challenge', 'origin', 'example.com', 'examp1e.com', 'signature', 'public key', 'CTAP2', 'UV' — and nothing must imply that the user or the browser spotted the typosquatted domain, because the whole point is that the authenticator simply holds no credential for the wrong origin. VSG variation: this is the canonical end-to-end registration/authentication ceremony with the origin fork as the dominant form; sibling FIDO pages in this group vary by node set (byte-level attestation, authenticator form factor, storage comparison) and must not reuse the fork.","Do not show the private key or credential store leaving the authenticator outline — only the signature and the public key cross the boundary; Do not depict the browser, a warning banner, or the user detecting and blocking examp1e.com — the authenticator finds no credential bound to that origin and the ceremony silently fails; Do not draw a synced-passkey cloud or account-recovery path as part of this flow, which shows a device-bound hardware authenticator; Do not merge WebAuthn and CTAP2 into one labelled link — WebAuthn is browser-to-relying-party, CTAP2 is browser-to-authenticator; Do not include a password field, TOTP digits, or an SMS code anywhere in the ceremony",Diagram of an AmbiSecure FIDO2 authenticator signing a challenge bound to example.com while a look-alike domain finds no matching credential and fails.,ambisecure-blog-how-fido-authentication-works-1200x630.png,VSG-FIDO-CEREMONY,blog.png,Not started,"INPUT MISMATCH — human review: the batch-12 task description said this record is the /blog/ directory hub and asked for page_type OTHER BLOG. It is not. Record 140 in batch-12-blog.json is the article 'How FIDO Authentication Works' (url /blog/how-fido-authentication-works/). The blog hub is a separate record, rec 26 in batch-09-blog.json (sect blog-hub). This brief is written for the article per the actual input record, since rec must match input and hub framing would have mis-briefed the article and duplicated rec 26. Confirm hub coverage lands via batch-09. Cornerstone FIDO explainer — many see-also links point to it, so priority 1."
